oid,RAW_REFERENCE_KEY,Sign,ABSOLUTE_ODOMETER_m,US_WELD_NUMBER,US_WELD_DISTANCE_m,DS_WELD_DISTANCE_m,US_AGM_REFERENCE,US_AGM_DISTANCE_m,DS_AGM_REFERENCE,DS_AGM_DISTANCE_m,PARENT_CLUSTER,MAX_DEPTH_PCT,FEATURE_LENGTH_mm,FEATURE_WIDTH_mm,ORIENTATION_deg,SEAM_ORIENTATION_deg,FEATURE_TYPE,CURRENT_INDICATOR_LF,INT_EXT,WALL_THICKNESS_mm,SMYS_kPa,Year of Exceedance,085dL_RPR,RPR1.25,085dL_Burst_Pressure_kPa,MAOP_kPa,Type of Failure,COMMENTS
133,GWD 460,GWD,553.333,GWD 460,0,18.828,AGM 1,544.184,AGM 2,2869.091,,0,0,0,0,322.5,Girth Weld,Y,,4.8,414000,,0,,0,0,,
134,GWD 470,GWD,572.161,GWD 470,0,18.841,AGM 1,563.012,AGM 2,2850.263,,0,0,0,0,75,Girth Weld,Y,,4.8,414000,,0,,0,0,,
135,DMA 63,DMA,584.228,GWD 470,12.067,6.774,AGM 1,575.079,AGM 2,2838.196,GRP 6,0.069,11.537,8,7.5,0,Detected Magnetic Anomoly,Y,E,4.8,414000,,1.164,1.365397784,16948,9930,,
136,GRP 6,GRP,584.228,GWD 470,12.067,6.774,AGM 1,575.079,AGM 2,2838.196,,0.069,56.454,17.692,0,0,Group,Y,E,4.8,414000,,1.14,1.337280967,16599,9930,,
137,DMA 64,DMA,584.273,GWD 470,12.112,6.729,AGM 1,575.124,AGM 2,2838.151,GRP 6,0.06,11.471,12.39,0,0,Detected Magnetic Anomoly,Y,E,4.8,414000,,1.165,1.36572004,16952,9930,,
138,GWD 480,GWD,591.002,GWD 480,0,18.836,AGM 1,581.853,AGM 2,2831.422,,0,0,0,0,315,Girth Weld,Y,,4.8,414000,,0,,0,0,,
139,DMA 65,DMA,595.612,GWD 480,4.61,14.226,AGM 1,586.463,AGM 2,2826.812,,0.06,10.87,8,255,0,Detected Magnetic Anomoly,Y,E,4.8,414000,,1.165,1.365961732,16955,9930,,
140,PMA 2,PMA,599.061,GWD 480,8.059,10.777,AGM 1,589.912,AGM 2,2823.363,,0.137,11.456,8.381,262.5,0,Pipe Mill Anomaly,Y,E,4.8,414000,,1.162,1.362578046,16913,9930,,
141,DMA 66,DMA,601.041,GWD 480,10.039,8.797,AGM 1,591.892,AGM 2,2821.383,,0.063,11.608,9.023,247.5,0,Detected Magnetic Anomoly,Y,E,4.8,414000,,1.165,1.365558912,16950,9930,,
142,GWD 490,GWD,609.838,GWD 490,0,18.825,AGM 1,600.689,AGM 2,2812.586,,0,0,0,0,60,Girth Weld,Y,,4.8,414000,,0,,0,0,,
143,GWD 500,GWD,628.663,GWD 500,0,18.825,AGM 1,619.514,AGM 2,2793.761,,0,0,0,0,315,Girth Weld,Y,,4.8,414000,,0,,0,0,,
144,GWD 510,GWD,647.488,GWD 510,0,16.554,AGM 1,638.339,AGM 2,2774.936,,0,0,0,0,45,Girth Weld,Y,,4.8,414000,,0,,0,0,,
145,GWD 520,GWD,664.042,GWD 520,0,18.811,AGM 1,654.893,AGM 2,2758.382,,0,0,0,0,300,Girth Weld,Y,,4.8,414000,,0,,0,0,,
146,GWD 530,GWD,682.853,GWD 530,0,18.808,AGM 1,673.704,AGM 2,2739.571,,0,0,0,0,60,Girth Weld,Y,,4.8,414000,,0,,0,0,,
147,GWD 540,GWD,701.661,GWD 540,0,18.816,AGM 1,692.512,AGM 2,2720.763,,0,0,0,0,315,Girth Weld,Y,,4.8,414000,,0,,0,0,,
148,GWD 550,GWD,720.477,GWD 550,0,18.825,AGM 1,711.328,AGM 2,2701.947,,0,0,0,0,60,Girth Weld,Y,,4.8,414000,,0,,0,0,,
149,DMA 67,DMA,732.756,GWD 550,12.279,6.546,AGM 1,723.607,AGM 2,2689.668,CLS 10,0.06,11.333,8,30,0,Detected Magnetic Anomoly,Y,E,4.8,414000,,1.165,1.365800604,16953,9930,,
150,CLS 10,CLS,732.756,GWD 550,12.279,6.546,AGM 1,723.607,AGM 2,2689.668,,0.06,26.179,10.879,30,0,Cluster,Y,E,4.8,414000,,1.158,1.358308157,16860,9930,,
151,DMA 68,DMA,732.77,GWD 550,12.293,6.532,AGM 1,723.621,AGM 2,2689.654,CLS 10,0.06,11.766,8.74,30,0,Detected Magnetic Anomoly,Y,E,4.8,414000,,1.165,1.365639476,16951,9930,,
152,GWD 560,GWD,739.302,GWD 560,0,18.817,AGM 1,730.153,AGM 2,2683.122,,0,0,0,0,337.5,Girth Weld,Y,,4.8,414000,,0,,0,0,,
153,GWD 570,GWD,758.119,GWD 570,0,18.81,AGM 1,748.97,AGM 2,2664.305,,0,0,0,0,75,Girth Weld,Y,,4.8,414000,,0,,0,0,,
154,GWD 580,GWD,776.929,GWD 580,0,18.826,AGM 1,767.78,AGM 2,2645.495,,0,0,0,0,322.5,Girth Weld,Y,,4.8,414000,,0,,0,0,,
155,DMA 69,DMA,785.273,GWD 580,8.344,10.482,AGM 1,776.124,AGM 2,2637.151,GRP 7,0.06,11.743,8.601,210,0,Detected Magnetic Anomoly,Y,E,4.8,414000,,1.165,1.365639476,16951,9930,,
156,GRP 7,GRP,785.273,GWD 580,8.344,10.482,AGM 1,776.124,AGM 2,2637.151,,0.06,57.871,16.123,210,0,Group,Y,E,4.8,414000,,1.143,1.340745217,16642,9930,,
157,DMA 70,DMA,785.314,GWD 580,8.385,10.441,AGM 1,776.165,AGM 2,2637.11,GRP 7,0.06,16.22,16.123,210,0,Detected Magnetic Anomoly,Y,E,4.8,414000,,1.163,1.363705942,16927,9930,,
158,DMA 71,DMA,787.386,GWD 580,10.457,8.369,AGM 1,778.237,AGM 2,2635.038,,0.06,12.094,12.43,240,0,Detected Magnetic Anomoly,Y,E,4.8,414000,,1.164,1.365478348,16949,9930,,
159,GWD 590,GWD,795.755,GWD 590,0,18.829,AGM 1,786.606,AGM 2,2626.669,,0,0,0,0,60,Girth Weld,Y,,4.8,414000,,0,,0,0,,
160,GWD 600,GWD,814.584,GWD 600,0,18.796,AGM 1,805.435,AGM 2,2607.84,,0,0,0,0,292.5,Girth Weld,Y,,4.8,414000,,0,,0,0,,
161,DMA 72,DMA,820.79,GWD 600,6.206,12.59,AGM 1,811.641,AGM 2,2601.634,GRP 8,0.06,11.906,9.074,0,0,Detected Magnetic Anomoly,Y,E,4.8,414000,,1.165,1.365558912,16950,9930,,
162,GRP 8,GRP,820.79,GWD 600,6.206,12.59,AGM 1,811.641,AGM 2,2601.634,,0.08,64.269,14.503,0,0,Group,Y,E,4.8,414000,,1.132,1.327371601,16476,9930,,
163,DMA 73,DMA,820.843,GWD 600,6.259,12.537,AGM 1,811.694,AGM 2,2601.581,GRP 8,0.08,11.333,9.908,0,0,Detected Magnetic Anomoly,Y,E,4.8,414000,,1.164,1.364994965,16943,9930,,
164,DMA 74,DMA,823.061,GWD 600,8.477,10.319,AGM 1,813.912,AGM 2,2599.363,,0.06,12.193,15.146,30,0,Detected Magnetic Anomoly,Y,E,4.8,414000,,1.164,1.365478348,16949,9930,,
165,DMA 75,DMA,823.773,GWD 600,9.189,9.607,AGM 1,814.624,AGM 2,2598.651,GRP 9,0.06,11.61,10.947,195,0,Detected Magnetic Anomoly,Y,E,4.8,414000,,1.165,1.36572004,16952,9930,,
166,GRP 9,GRP,823.773,GWD 600,9.189,9.607,AGM 1,814.624,AGM 2,2598.651,,0.06,53.561,33.888,195,0,Group,Y,E,4.8,414000,,1.145,1.342759315,16667,9930,,
167,DMA 76,DMA,823.815,GWD 600,9.231,9.565,AGM 1,814.666,AGM 2,2598.609,GRP 9,0.06,10.927,33.888,195,0,Detected Magnetic Anomoly,Y,E,4.8,414000,,1.165,1.365961732,16955,9930,,
168,DMA 77,DMA,826.019,GWD 600,11.435,7.361,AGM 1,816.87,AGM 2,2596.405,CLS 11,0.074,11.828,8.225,172.5,0,Detected Magnetic Anomoly,Y,E,4.8,414000,,1.164,1.365075529,16944,9930,,
169,CLS 11,CLS,826.019,GWD 600,11.435,7.361,AGM 1,816.87,AGM 2,2596.405,,0.074,30.259,22.457,172.5,0,Cluster,Y,E,4.8,414000,,1.154,1.352990937,16794,9930,,
170,DMA 78,DMA,826.037,GWD 600,11.453,7.343,AGM 1,816.888,AGM 2,2596.387,CLS 11,0.06,11.431,16.7,180,0,Detected Magnetic Anomoly,Y,E,4.8,414000,,1.165,1.36572004,16952,9930,,
171,GWD 610,GWD,833.38,GWD 610,0,18.825,AGM 1,824.231,AGM 2,2589.044,,0,0,0,0,37.5,Girth Weld,Y,,4.8,414000,,0,,0,0,,
172,GWD 620,GWD,852.205,GWD 620,0,18.245,AGM 1,843.056,AGM 2,2570.219,,0,0,0,0,315,Girth Weld,Y,,4.8,414000,,0,,0,0,,
173,DMA 79,DMA,860.881,GWD 620,8.676,9.569,AGM 1,851.732,AGM 2,2561.543,GRP 10,0.076,11.62,9.742,22.5,0,Detected Magnetic Anomoly,Y,E,4.8,414000,,1.164,1.365075529,16944,9930,,
174,GRP 10,GRP,860.881,GWD 620,8.676,9.569,AGM 1,851.732,AGM 2,2561.543,,0.076,103.003,26.045,30,0,Group,Y,E,4.8,414000,,1.121,1.314964753,16322,9930,,
175,DMA 80,DMA,860.972,GWD 620,8.767,9.478,AGM 1,851.823,AGM 2,2561.452,GRP 10,0.06,12.163,14.511,30,0,Detected Magnetic Anomoly,Y,E,4.8,414000,,1.164,1.365478348,16949,9930,,
176,GWD 630,GWD,870.45,GWD 630,0,18.797,AGM 1,861.301,AGM 2,2551.974,,0,0,0,0,52.5,Girth Weld,Y,,4.8,414000,,0,,0,0,,
177,GWD 640,GWD,889.247,GWD 640,0,8.517,AGM 1,880.098,AGM 2,2533.177,,0,0,0,0,300,Girth Weld,Y,,4.8,414000,,0,,0,0,,
178,DMA 81,DMA,895.274,GWD 640,6.027,2.49,AGM 1,886.125,AGM 2,2527.15,GRP 11,0.06,11.814,8.125,262.5,0,Detected Magnetic Anomoly,Y,E,4.8,414000,,1.165,1.365639476,16951,9930,,
179,GRP 11,GRP,895.274,GWD 640,6.027,2.49,AGM 1,886.125,AGM 2,2527.15,,0.06,160.178,37.647,270,0,Group,Y,E,4.8,414000,,1.124,1.317623364,16355,9930,,
180,DMA 82,DMA,895.411,GWD 640,6.164,2.353,AGM 1,886.262,AGM 2,2527.013,,0.066,13.345,20.763,322.5,0,Detected Magnetic Anomoly,Y,E,4.8,414000,,1.164,1.364672709,16939,9930,,
181,DMA 83,DMA,895.42,GWD 640,6.173,2.344,AGM 1,886.271,AGM 2,2527.004,GRP 11,0.06,14.46,14.324,277.5,0,Detected Magnetic Anomoly,Y,E,4.8,414000,,1.164,1.364511581,16937,9930,,
182,DMA 84,DMA,896.316,GWD 640,7.069,1.448,AGM 1,887.167,AGM 2,2526.108,,0.06,15.361,15.725,262.5,0,Detected Magnetic Anomoly,Y,E,4.8,414000,,1.163,1.364108761,16932,9930,,
183,PMA 3,PMA,896.563,GWD 640,7.316,1.201,AGM 1,887.414,AGM 2,2525.861,,0.06,12.728,20.193,270,0,Pipe Mill Anomaly,Y,E,4.8,414000,,1.164,1.365236657,16946,9930,,
184,GWD 650,GWD,897.764,GWD 650,0,11.207,AGM 1,888.615,AGM 2,2524.66,,0,0,0,0,60,Girth Weld,Y,,4.8,414000,,0,,0,0,,
185,DMA 85,DMA,899.718,GWD 650,1.954,9.253,AGM 1,890.569,AGM 2,2522.706,,0.06,14.384,21.788,337.5,0,Detected Magnetic Anomoly,Y,E,4.8,414000,,1.164,1.364592145,16938,9930,,
186,DMA 86,DMA,905.413,GWD 650,7.649,3.558,AGM 1,896.264,AGM 2,2517.011,,0.06,12.833,35.962,330,0,Detected Magnetic Anomoly,Y,E,4.8,414000,,1.164,1.365236657,16946,9930,,
187,GWD 660,GWD,908.971,GWD 660,0,12.506,AGM 1,899.822,AGM 2,2513.453,,0,0,0,0,337.5,Girth Weld,Y,,4.8,414000,,0,,0,0,,
188,DMA 87,DMA,918.961,GWD 660,9.99,2.516,AGM 1,909.812,AGM 2,2503.463,,0.06,12.376,17.36,37.5,0,Detected Magnetic Anomoly,Y,E,4.8,414000,,1.164,1.365397784,16948,9930,,
189,GWD 670,GWD,921.477,GWD 670,0,10.616,AGM 1,912.328,AGM 2,2500.947,,0,0,0,0,90,Girth Weld,Y,,4.8,414000,,0,,0,0,,
190,DMA 88,DMA,922.076,GWD 670,0.599,10.017,AGM 1,912.927,AGM 2,2500.348,,0.078,12.812,13.512,45,0,Detected Magnetic Anomoly,Y,E,4.8,414000,,1.163,1.364350453,16935,9930,,
191,DMA 89,DMA,924.942,GWD 670,3.465,7.151,AGM 1,915.793,AGM 2,2497.482,CLS 12,0.062,13.586,29.013,22.5,0,Detected Magnetic Anomoly,Y,E,4.8,414000,,1.164,1.364753273,16940,9930,,
192,CLS 12,CLS,924.942,GWD 670,3.465,7.151,AGM 1,915.793,AGM 2,2497.482,,0.12,17.265,65.885,30,0,Cluster,Y,E,4.8,414000,,1.158,1.357985901,16856,9930,,
193,DMA 90,DMA,924.945,GWD 670,3.468,7.148,AGM 1,915.796,AGM 2,2497.479,CLS 12,0.12,14.105,13.188,45,0,Detected Magnetic Anomoly,Y,E,4.8,414000,,1.161,1.361047331,16894,9930,,
194,GWD 680,GWD,932.093,GWD 680,0,12.174,AGM 1,922.944,AGM 2,2490.331,,0,0,0,0,307.5,Girth Weld,Y,,4.8,414000,,0,,0,0,,
195,DMA 91,DMA,934.519,GWD 680,2.426,9.748,AGM 1,925.37,AGM 2,2487.905,,0.06,13.287,27.247,337.5,0,Detected Magnetic Anomoly,Y,E,4.8,414000,,1.164,1.364994965,16943,9930,,
196,DMA 92,DMA,940.283,GWD 680,8.19,3.984,AGM 1,931.134,AGM 2,2482.141,,0.084,11.261,45.605,330,0,Detected Magnetic Anomoly,Y,E,4.8,414000,,1.164,1.364914401,16942,9930,,
197,DMA 93,DMA,940.763,GWD 680,8.67,3.504,AGM 1,931.614,AGM 2,2481.661,,0.06,23.42,18.359,337.5,0,Detected Magnetic Anomoly,Y,E,4.8,414000,,1.16,1.359919436,16880,9930,,
198,DMA 94,DMA,941.225,GWD 680,9.132,3.042,AGM 1,932.076,AGM 2,2481.199,GRP 12,0.06,13.836,15.664,345,0,Detected Magnetic Anomoly,Y,E,4.8,414000,,1.164,1.364833837,16941,9930,,
199,DMA 95,DMA,941.225,GWD 680,9.132,3.042,AGM 1,932.076,AGM 2,2481.199,,0.06,18.123,18.551,262.5,0,Detected Magnetic Anomoly,Y,E,4.8,414000,,1.162,1.362819738,16916,9930,,
200,DMA 96,DMA,941.291,GWD 680,9.198,2.976,AGM 1,932.142,AGM 2,2481.133,,0.06,17.867,45.226,67.5,0,Detected Magnetic Anomoly,Y,E,4.8,414000,,1.162,1.362900302,16917,9930,,
201,GRP 12,GRP,941.225,GWD 680,9.132,3.042,AGM 1,932.076,AGM 2,2481.199,,0.064,297.51,54.996,337.5,0,Group,Y,E,4.8,414000,,1.114,1.306102719,16212,9930,,
202,DMA 97,DMA,941.425,GWD 680,9.332,2.842,AGM 1,932.276,AGM 2,2480.999,,0.121,13.007,20.569,120,0,Detected Magnetic Anomoly,Y,E,4.8,414000,,1.161,1.362014099,16906,9930,,
203,DMA 98,DMA,941.502,GWD 680,9.409,2.765,AGM 1,932.353,AGM 2,2480.922,GRP 12,0.064,21.083,18.671,330,0,Detected Magnetic Anomoly,Y,E,4.8,414000,,1.16,1.360725076,16890,9930,,
204,DMA 99,DMA,943.515,GWD 680,11.422,0.752,AGM 1,934.366,AGM 2,2478.909,,0.06,12.847,11.234,0,0,Detected Magnetic Anomoly,Y,E,4.8,414000,,1.164,1.365236657,16946,9930,,
205,DMA 100,DMA,943.572,GWD 680,11.479,0.695,AGM 1,934.423,AGM 2,2478.852,,0.078,12.836,20.392,52.5,0,Detected Magnetic Anomoly,Y,E,4.8,414000,,1.163,1.364350453,16935,9930,,
206,GWD 690,GWD,944.267,GWD 690,0,18.821,AGM 1,935.118,AGM 2,2478.157,,0,0,0,0,90,Girth Weld,Y,,4.8,414000,,0,,0,0,,
207,GWD 700,GWD,963.088,GWD 700,0,18.815,AGM 1,953.939,AGM 2,2459.336,,0,0,0,0,322.5,Girth Weld,Y,,4.8,414000,,0,,0,0,,
208,GWD 710,GWD,981.903,GWD 710,0,18.795,AGM 1,972.754,AGM 2,2440.521,,0,0,0,0,97.5,Girth Weld,Y,,4.8,414000,,0,,0,0,,
209,GWD 720,GWD,1000.698,GWD 720,0,18.817,AGM 1,991.549,AGM 2,2421.726,,0,0,0,0,292.5,Girth Weld,Y,,4.8,414000,,0,,0,0,,
210,GWD 730,GWD,1019.515,GWD 730,0,18.818,AGM 1,1010.366,AGM 2,2402.909,,0,0,0,0,82.5,Girth Weld,Y,,4.8,414000,,0,,0,0,,
211,GWD 740,GWD,1038.333,GWD 740,0,18.827,AGM 1,1029.184,AGM 2,2384.091,,0,0,0,0,330,Girth Weld,Y,,4.8,414000,,0,,0,0,,
212,DMA 101,DMA,1040.541,GWD 740,2.208,16.619,AGM 1,1031.392,AGM 2,2381.883,,0.067,11.602,8.895,172.5,0,Detected Magnetic Anomoly,Y,E,4.8,414000,,1.164,1.365397784,16948,9930,,
213,DMA 102,DMA,1052.551,GWD 740,14.218,4.609,AGM 1,1043.402,AGM 2,2369.873,,0.06,12.867,11.454,225,0,Detected Magnetic Anomoly,Y,E,4.8,414000,,1.164,1.365236657,16946,9930,,
214,GWD 750,GWD,1057.16,GWD 750,0,18.838,AGM 1,1048.011,AGM 2,2365.264,,0,0,0,0,82.5,Girth Weld,Y,,4.8,414000,,0,,0,0,,
215,GWD 760,GWD,1075.998,GWD 760,0,18.801,AGM 1,1066.849,AGM 2,2346.426,,0,0,0,0,330,Girth Weld,Y,,4.8,414000,,0,,0,0,,
216,DMA 103,DMA,1089.467,GWD 760,13.469,5.332,AGM 1,1080.318,AGM 2,2332.957,,0.06,14.463,14.225,52.5,0,Detected Magnetic Anomoly,Y,E,4.8,414000,,1.164,1.364511581,16937,9930,,
217,GWD 770,GWD,1094.799,GWD 770,0,18.825,AGM 1,1085.65,AGM 2,2327.625,,0,0,0,0,67.5,Girth Weld,Y,,4.8,414000,,0,,0,0,,
218,GWD 780,GWD,1113.624,GWD 780,0,18.66,AGM 1,1104.475,AGM 2,2308.8,,0,0,0,0,307.5,Girth Weld,Y,,4.8,414000,,0,,0,0,,
219,DMA 104,DMA,1122.947,GWD 780,9.323,9.337,AGM 1,1113.798,AGM 2,2299.477,CLS 13,0.06,27.537,31.752,45,0,Detected Magnetic Anomoly,Y,E,4.8,414000,,1.158,1.357502518,16850,9930,,
220,CLS 13,CLS,1122.947,GWD 780,9.323,9.337,AGM 1,1113.798,AGM 2,2299.477,,0.06,37.278,70.235,37.5,0,Cluster,Y,E,4.8,414000,,1.153,1.351701913,16778,9930,,
221,DMA 105,DMA,1122.959,GWD 780,9.335,9.325,AGM 1,1113.81,AGM 2,2299.465,CLS 13,0.06,25.829,33.055,30,0,Detected Magnetic Anomoly,Y,E,4.8,414000,,1.159,1.358549849,16863,9930,,
222,PMA 4,PMA,1125.475,GWD 780,11.851,6.809,AGM 1,1116.326,AGM 2,2296.949,,0.06,19.748,30.216,322.5,0,Pipe Mill Anomaly,Y,E,4.8,414000,,1.161,1.361933535,16905,9930,,On SWD
223,PMA 5,PMA,1128.251,GWD 780,14.627,4.033,AGM 1,1119.102,AGM 2,2294.173,,0.06,18.58,23.299,292.5,0,Pipe Mill Anomaly,Y,E,4.8,414000,,1.162,1.362578046,16913,9930,,
224,PMA 6,PMA,1128.284,GWD 780,14.66,4,AGM 1,1119.135,AGM 2,2294.14,,0.06,14.136,44.315,300,0,Pipe Mill Anomaly,Y,E,4.8,414000,,1.164,1.364672709,16939,9930,,
225,PMA 7,PMA,1128.561,GWD 780,14.937,3.723,AGM 1,1119.412,AGM 2,2293.863,,0.06,11.647,36.344,292.5,0,Pipe Mill Anomaly,Y,E,4.8,414000,,1.165,1.365639476,16951,9930,,
226,PMA 8,PMA,1128.789,GWD 780,15.165,3.495,AGM 1,1119.64,AGM 2,2293.635,,0.06,13.836,15.431,285,0,Pipe Mill Anomaly,Y,E,4.8,414000,,1.164,1.364833837,16941,9930,,
227,DMA 106,DMA,1129.041,GWD 780,15.417,3.243,AGM 1,1119.892,AGM 2,2293.383,,0.06,18.923,17.229,60,0,Detected Magnetic Anomoly,Y,E,4.8,414000,,1.162,1.362416918,16911,9930,,
228,DMA 107,DMA,1129.094,GWD 780,15.47,3.19,AGM 1,1119.945,AGM 2,2293.33,GRP 13,0.06,12.839,12.557,345,0,Detected Magnetic Anomoly,Y,E,4.8,414000,,1.164,1.365236657,16946,9930,,
229,PMA 9,PMA,1129.115,GWD 780,15.491,3.169,AGM 1,1119.966,AGM 2,2293.309,,0.086,12.001,10.459,307.5,0,Pipe Mill Anomaly,Y,E,4.8,414000,,1.164,1.364431017,16936,9930,,
230,GRP 13,GRP,1129.094,GWD 780,15.47,3.19,AGM 1,1119.945,AGM 2,2293.33,,0.06,73.564,24.944,345,0,Group,Y,E,4.8,414000,,1.138,1.334380665,16563,9930,,
231,DMA 108,DMA,1129.155,GWD 780,15.531,3.129,AGM 1,1120.006,AGM 2,2293.269,GRP 13,0.06,12.097,13.416,352.5,0,Detected Magnetic Anomoly,Y,E,4.8,414000,,1.164,1.365478348,16949,9930,,
232,PMA 10,PMA,1129.191,GWD 780,15.567,3.093,AGM 1,1120.042,AGM 2,2293.233,,0.06,11.257,26.41,285,0,Pipe Mill Anomaly,Y,E,4.8,414000,,1.165,1.365800604,16953,9930,,
233,DMA 109,DMA,1129.296,GWD 780,15.672,2.988,AGM 1,1120.147,AGM 2,2293.128,CLS 14,0.06,10.973,8,157.5,0,Detected Magnetic Anomoly,Y,E,4.8,414000,,1.165,1.365961732,16955,9930,,
234,CLS 14,CLS,1129.296,GWD 780,15.672,2.988,AGM 1,1120.147,AGM 2,2293.128,GRP 14,0.06,12.607,26.916,157.5,0,Cluster,Y,E,4.8,414000,,1.164,1.365317221,16947,9930,,
235,DMA 110,DMA,1129.298,GWD 780,15.674,2.986,AGM 1,1120.149,AGM 2,2293.126,CLS 14,0.06,11.001,8,165,0,Detected Magnetic Anomoly,Y,E,4.8,414000,,1.165,1.365881168,16954,9930,,
236,DMA 111,DMA,1129.343,GWD 780,15.719,2.941,AGM 1,1120.194,AGM 2,2293.081,CLS 15,0.06,12.017,10.93,15,0,Detected Magnetic Anomoly,Y,E,4.8,414000,,1.164,1.365558912,16950,9930,,
237,DMA 112,DMA,1129.345,GWD 780,15.721,2.939,AGM 1,1120.196,AGM 2,2293.079,GRP 14,0.06,12.836,12.062,165,0,Detected Magnetic Anomoly,Y,E,4.8,414000,,1.164,1.365236657,16946,9930,,
238,GRP 14,GRP,1129.296,GWD 780,15.672,2.988,AGM 1,1120.147,AGM 2,2293.128,,0.06,115.21,33.421,157.5,0,Group,Y,E,4.8,414000,,1.129,1.32366566,16430,9930,,
239,CLS 15,CLS,1129.343,GWD 780,15.719,2.941,AGM 1,1120.194,AGM 2,2293.081,,0.066,28.582,20.205,15,0,Cluster,Y,E,4.8,414000,,1.156,1.355649547,16827,9930,,
240,DMA 113,DMA,1129.359,GWD 780,15.735,2.925,AGM 1,1120.21,AGM 2,2293.065,CLS 15,0.066,12.747,20.213,15,0,Detected Magnetic Anomoly,Y,E,4.8,414000,,1.164,1.364914401,16942,9930,,
241,DMA 114,DMA,1129.397,GWD 780,15.773,2.887,AGM 1,1120.248,AGM 2,2293.027,GRP 14,0.06,13.706,18.851,165,0,Detected Magnetic Anomoly,Y,E,4.8,414000,,1.164,1.364833837,16941,9930,,
242,DMA 115,DMA,1129.406,GWD 780,15.782,2.878,AGM 1,1120.257,AGM 2,2293.018,CLS 16,0.086,12.3,18.404,90,0,Detected Magnetic Anomoly,Y,E,4.8,414000,,1.163,1.364269889,16934,9930,,
243,CLS 16,CLS,1129.406,GWD 780,15.782,2.878,AGM 1,1120.257,AGM 2,2293.018,,0.086,31.653,18.404,90,0,Cluster,Y,E,4.8,414000,,1.15,1.349043303,16745,9930,,
244,DMA 116,DMA,1129.426,GWD 780,15.802,2.858,AGM 1,1120.277,AGM 2,2292.998,CLS 16,0.06,12.127,14.016,90,0,Detected Magnetic Anomoly,Y,E,4.8,414000,,1.164,1.365478348,16949,9930,,
245,DMA 117,DMA,1129.512,GWD 780,15.888,2.772,AGM 1,1120.363,AGM 2,2292.912,,0.06,11.267,17.934,67.5,0,Detected Magnetic Anomoly,Y,E,4.8,414000,,1.165,1.365800604,16953,9930,,
246,PMA 11,PMA,1129.697,GWD 780,16.073,2.587,AGM 1,1120.548,AGM 2,2292.727,,0.06,11.843,33.531,285,0,Pipe Mill Anomaly,Y,E,4.8,414000,,1.165,1.365639476,16951,9930,,
247,PMA 12,PMA,1129.804,GWD 780,16.18,2.48,AGM 1,1120.655,AGM 2,2292.62,,0.06,10.872,33.88,285,0,Pipe Mill Anomaly,Y,E,4.8,414000,,1.165,1.365961732,16955,9930,,
248,PMA 13,PMA,1129.852,GWD 780,16.228,2.432,AGM 1,1120.703,AGM 2,2292.572,,0.06,16.059,19.52,285,0,Pipe Mill Anomaly,Y,E,4.8,414000,,1.163,1.363786506,16928,9930,,
249,DMA 118,DMA,1130.191,GWD 780,16.567,2.093,AGM 1,1121.042,AGM 2,2292.233,CLS 17,0.06,36.014,43.688,90,0,Detected Magnetic Anomoly,Y,E,4.8,414000,,1.153,1.352426989,16787,9930,,
250,CLS 17,CLS,1130.191,GWD 780,16.567,2.093,AGM 1,1121.042,AGM 2,2292.233,,0.06,53.754,132.615,67.5,0,Cluster,Y,E,4.8,414000,,1.145,1.342678751,16666,9930,,
251,DMA 119,DMA,1130.194,GWD 780,16.57,2.09,AGM 1,1121.045,AGM 2,2292.23,CLS 17,0.06,50.303,65.227,52.5,0,Detected Magnetic Anomoly,Y,E,4.8,414000,,1.146,1.344451158,16688,9930,,
252,PMA 14,PMA,1130.296,GWD 780,16.672,1.988,AGM 1,1121.147,AGM 2,2292.128,,0.06,12.812,37.029,315,0,Pipe Mill Anomaly,Y,E,4.8,414000,,1.164,1.365236657,16946,9930,,On SWD
253,PMA 15,PMA,1130.436,GWD 780,16.812,1.848,AGM 1,1121.287,AGM 2,2291.988,,0.06,23.534,30.367,292.5,0,Pipe Mill Anomaly,Y,E,4.8,414000,,1.16,1.359838872,16879,9930,,
254,PMA 16,PMA,1130.474,GWD 780,16.85,1.81,AGM 1,1121.325,AGM 2,2291.95,,0.06,18.712,24.893,300,0,Pipe Mill Anomaly,Y,E,4.8,414000,,1.162,1.362497482,16912,9930,,
255,PMA 17,PMA,1130.705,GWD 780,17.081,1.579,AGM 1,1121.556,AGM 2,2291.719,,0.06,14.402,32.313,292.5,0,Pipe Mill Anomaly,Y,E,4.8,414000,,1.164,1.364592145,16938,9930,,
256,PMA 18,PMA,1130.894,GWD 780,17.27,1.39,AGM 1,1121.745,AGM 2,2291.53,,0.06,42.439,55.673,285,0,Pipe Mill Anomaly,Y,E,4.8,414000,,1.15,1.348640483,16740,9930,,
257,PMA 19,PMA,1130.969,GWD 780,17.345,1.315,AGM 1,1121.82,AGM 2,2291.455,,0.06,15.988,16.667,285,0,Pipe Mill Anomaly,Y,E,4.8,414000,,1.163,1.363867069,16929,9930,,
258,GWD 790,GWD,1132.284,GWD 790,0,18.799,AGM 1,1123.135,AGM 2,2290.14,,0,0,0,0,90,Girth Weld,Y,,4.8,414000,,0,,0,0,,
